label,timestamp
l,1749032561.7844083
l,1749032566.6453023
l,1749032570.9405768
l,1749032577.2528324
l,1749032582.7200625
l,1749032587.987338
l,1749032592.8486931
l,1749032596.5728278
l,1749032602.3898757
l,1749032606.5523043
l,1749032609.9115236
l,1749032616.0978248
l,1749032619.5824337
l,1749032622.7277398
l,1749032626.8770175
l,1749032631.1310282
l,1749032635.6535618
l,1749032639.129038
l,1749032642.6273954
l,1749032645.4866567
r,1749032652.3074138
r,1749032663.2544255
r,1749032666.3642724
r,1749032669.1210525
r,1749032672.2358816
r,1749032676.0385668
r,1749032679.2803347
r,1749032682.835273
r,1749032686.2812786
r,1749032689.981205
r,1749032693.2511938
r,1749032697.3604286
r,1749032700.509709
r,1749032703.8370788
r,1749032707.2926881
r,1749032710.750444
r,1749032714.143469
r,1749032717.4147692
r,1749032720.667723
r,1749032723.7817693
f,1749032730.3977866
f,1749032732.9839604
f,1749032735.817042
f,1749032738.6512563
f,1749032741.624156
f,1749032744.7716482
f,1749032747.9667895
f,1749032751.171023
f,1749032754.2857726
f,1749032757.5133765
f,1749032760.1523604
f,1749032763.0587308
f,1749032766.2385964
f,1749032768.8846936
f,1749032771.459901
f,1749032774.2430646
f,1749032776.9945266
f,1749032779.6156108
f,1749032781.9175456
f,1749032785.0783067
