label,timestamp
n,1749628170.8943424
n,1749628173.1903553
n,1749628175.3153455
n,1749628177.3806083
n,1749628179.5937274
n,1749628182.09551
n,1749628184.102308
n,1749628186.4912157
n,1749628189.078483
n,1749628195.2953515
l,1749628206.1756592
l,1749628212.2204294
l,1749628215.8685844
l,1749628219.926452
l,1749628224.1991904
l,1749628230.2861283
l,1749628233.598927
l,1749628238.3462842
l,1749628242.0508761
l,1749628247.6328278
l,1749628252.3352282
k,1749628262.8605056
k,1749628266.7862246
k,1749628270.918695
k,1749628276.1636467
k,1749628281.818046
k,1749628287.9147313
k,1749628291.7531762
k,1749628295.9539979
k,1749628300.4115343
r,1749628312.452772
r,1749628318.025755
r,1749628321.6091864
r,1749628325.1969135
r,1749628330.1385431
r,1749628335.2235765
r,1749628339.3836448
r,1749628342.7737308
r,1749628346.4962869
r,1749628351.0139544
e,1749628358.4636657
e,1749628361.757781
e,1749628364.443
e,1749628367.3855944
e,1749628370.0542912
e,1749628372.74904
e,1749628375.981893
e,1749628378.822666
e,1749628383.2396114
e,1749628387.0008035
f,1749628398.2377803
f,1749628400.9531412
f,1749628404.0474126
f,1749628407.8472495
f,1749628411.2897437
f,1749628415.05065
f,1749628418.7978618
f,1749628421.6306927
f,1749628423.960467
f,1749628426.8751278
f,1749628429.8176758
n,1749628439.0902286
n,1749628441.9478533
n,1749628444.0107853
n,1749628446.632457
n,1749628448.796273
n,1749628450.9346004
n,1749628452.8398218
n,1749628454.9563503
n,1749628457.6858683
n,1749628460.332164
n,1749628462.9187398
n,1749628465.7275724
c,1749628479.3784404
c,1749628482.4286916
c,1749628485.2702656
c,1749628488.2605422
c,1749628491.3617363
c,1749628494.1006348
c,1749628497.0685952
c,1749628500.19639
c,1749628503.210827
c,1749628506.171915
c,1749628509.1448088
s,1749628517.8607922
s,1749628522.6275244
s,1749628527.404463
s,1749628534.0771525
s,1749628543.4798033
s,1749628549.0053506
s,1749628555.8001256
s,1749628560.0181499
s,1749628564.4787095
s,1749628568.3312607
s,1749628572.9515102
s,1749628576.9990273
s,1749628581.2271662
s,1749628585.8515742
s,1749628590.7141278
