label,timestamp
n,1749637444.9591906
n,1749637447.011335
n,1749637449.3396316
n,1749637451.955441
n,1749637454.260218
l,1749637458.4740038
l,1749637461.8132987
l,1749637464.820906
l,1749637468.0660582
l,1749637470.9962738
k,1749637477.5996366
k,1749637480.624282
k,1749637484.836964
k,1749637488.0112221
k,1749637490.8083298
r,1749637497.4995923
r,1749637499.8776202
r,1749637503.443524
r,1749637506.3759818
r,1749637509.016003
e,1749637515.4411438
e,1749637518.1554294
e,1749637520.6382933
e,1749637522.994709
e,1749637525.7575386
f,1749637529.2084286
f,1749637531.2627683
f,1749637533.8921611
f,1749637536.1098123
f,1749637538.679136
c,1749637543.3520288
c,1749637546.2242434
c,1749637548.6116035
c,1749637551.0648842
c,1749637553.9102688
c,1749637557.0874143
c,1749637560.5913172
c,1749637563.668897
s,1749637573.2548187
s,1749637576.4849007
s,1749637580.172711
s,1749637583.3385642
s,1749637586.3442357
s,1749637589.665892
s,1749637593.6111517
