label,timestamp
lci,1749030738.995552
lci,1749030742.3321764
lci,1749030746.4162889
lci,1749030751.7415125
lci,1749030755.9440126
lci,1749030760.5195808
lci,1749030764.4678476
lci,1749030768.4976451
lci,1749030772.2788568
lci,1749030776.2815259
lci,1749030780.0416226
lci,1749030784.1513374
lci,1749030788.3952074
lci,1749030792.2516184
lci,1749030795.920181
lci,1749030799.439131
lci,1749030803.213551
lci,1749030807.7802184
lci,1749030813.1657612
lci,1749030818.8326633
lli,1749030846.4973025
lli,1749030852.9491243
lli,1749030856.7662785
lli,1749030860.7806175
lli,1749030866.1866105
lli,1749030870.403965
lli,1749030875.2440634
lli,1749030879.1167154
lli,1749030883.3008332
lli,1749030887.0353994
lli,1749030890.7742956
lli,1749030894.6334016
lli,1749030898.2906368
lli,1749030902.019908
lli,1749030905.714282
lli,1749030909.6805987
lli,1749030913.8680878
lli,1749030918.3838172
lli,1749030922.337333
lli,1749030926.409825
lc,1749030938.3128653
lc,1749030941.6515944
lc,1749030945.6648226
lc,1749030949.5539021
lc,1749030953.6493707
lc,1749030958.6778033
lc,1749030962.996475
lc,1749030967.9408538
lc,1749030971.8801126
lc,1749030976.0804822
lc,1749030980.788058
lc,1749030984.8168814
lc,1749030988.5641353
lc,1749030992.2590454
lc,1749030996.3103194
lc,1749030999.5297048
lc,1749031003.489584
lc,1749031007.0338755
lc,1749031010.8202941
lc,1749031015.9001114
lp1,1749031022.7676713
lp1,1749031026.3446493
lp1,1749031029.9740822
lp1,1749031033.6890378
lp1,1749031038.4402876
lp1,1749031041.62584
lp1,1749031045.6984878
lp1,1749031049.7918336
lp1,1749031054.2062569
lp1,1749031057.5451236
lp1,1749031061.5548406
lp1,1749031065.512061
lp1,1749031069.8694875
lp1,1749031073.3547642
lp1,1749031077.8114362
lp1,1749031082.8659697
lp1,1749031087.9997077
lp1,1749031091.9788685
lp1,1749031096.1727223
lp1,1749031100.1149318
lp2,1749031111.3099277
lp2,1749031115.112277
lp2,1749031119.4059289
lp2,1749031122.9747388
lp2,1749031127.1646907
lp2,1749031131.0439532
lp2,1749031135.7006366
lp2,1749031139.7337573
lp2,1749031145.0421405
lp2,1749031149.724523
lp2,1749031153.897072
lp2,1749031158.5456605
lp2,1749031162.8852234
lp2,1749031167.711313
lp2,1749031171.9738073
lp2,1749031176.2803228
lp2,1749031183.51341
lp2,1749031188.436817
lp2,1749031195.646018
lp2,1749031199.8232682
lm1,1749031218.088194
lm1,1749031222.8680906
lm1,1749031226.0611827
lm1,1749031229.3550906
lm1,1749031233.0814543
lm1,1749031236.088238
lm1,1749031240.2250323
lm1,1749031243.9157975
lm1,1749031247.6726909
lm1,1749031251.7303588
lm1,1749031255.391554
lm1,1749031258.709027
lm1,1749031262.2894433
lm1,1749031265.507256
lm1,1749031269.5729215
lm1,1749031273.6336803
lm1,1749031277.2659378
lm1,1749031281.3074548
lm1,1749031285.4413905
lm1,1749031289.5951285
lm2,1749031296.4341066
lm2,1749031299.2563782
lm2,1749031302.4627354
lm2,1749031305.9950597
lm2,1749031309.3329623
lm2,1749031312.8932233
lm2,1749031316.0049937
lm2,1749031319.4624476
lm2,1749031323.2500975
lm2,1749031326.9971902
lm2,1749031330.3276563
lm2,1749031333.4096177
lm2,1749031336.667935
lm2,1749031339.7394104
lm2,1749031343.0232422
lm2,1749031346.102461
lm2,1749031349.146143
lm2,1749031352.3416827
lm2,1749031355.7088766
lm2,1749031358.8302412
