label,timestamp
l,1748871780.0033038
l,1748871784.2631333
l,1748871798.4665563
l,1748871802.6472814
l,1748871807.764759
l,1748871812.1711485
l,1748871817.3686407
l,1748871822.1304224
l,1748871826.9795003
l,1748871832.2022862
l,1748871837.1729395
l,1748871843.5582962
l,1748871849.8473737
l,1748871856.1623971
l,1748871862.302835
l,1748871869.9386744
l,1748871875.089454
l,1748871880.2072735
l,1748871885.9380543
l,1748871893.776426
r,1748871906.6644666
r,1748871911.2382545
r,1748871916.2472348
r,1748871921.067751
r,1748871927.648593
r,1748871933.700818
r,1748871940.0847485
r,1748871945.5401757
r,1748871951.516994
r,1748871957.055889
r,1748871962.0694377
r,1748871967.7352698
r,1748871974.4391856
r,1748871980.0062602
r,1748871987.312736
r,1748871994.3837998
r,1748872001.383617
r,1748872006.7015321
r,1748872011.789014
r,1748872016.8674426
f,1748872023.3765051
f,1748872029.755506
f,1748872034.2675982
f,1748872039.3645902
f,1748872045.8374865
f,1748872051.3709772
f,1748872057.191365
f,1748872064.4400084
f,1748872069.4130352
f,1748872073.8621833
f,1748872078.2054443
f,1748872083.3282554
f,1748872088.6036973
f,1748872091.7938755
f,1748872095.028316
f,1748872098.9172468
f,1748872102.5647507
f,1748872106.8528986
f,1748872111.1172729
f,1748872115.2021487
