label,timestamp
rci,1749031599.7173653
rci,1749031604.1125662
rci,1749031608.489563
rci,1749031612.9085991
rci,1749031618.1610765
rci,1749031623.5238814
rci,1749031628.0749865
rci,1749031632.5992513
rci,1749031638.2971659
rci,1749031643.9344192
rci,1749031649.5717318
rci,1749031654.4371288
rci,1749031658.5209777
rci,1749031662.8691678
rci,1749031667.732384
rci,1749031672.1073096
rci,1749031676.7795894
rci,1749031681.6247926
rci,1749031686.0024235
rci,1749031691.4251204
rli,1749031702.170139
rli,1749031706.1181035
rli,1749031711.1260467
rli,1749031714.8181403
rli,1749031719.1890035
rli,1749031723.5227902
rli,1749031728.020263
rli,1749031732.4885292
rli,1749031736.8703563
rli,1749031741.2034738
rli,1749031744.9847536
rli,1749031749.089229
rli,1749031754.4471896
rli,1749031759.958306
rli,1749031764.5432737
rli,1749031769.910369
rli,1749031774.9677687
rli,1749031780.2648818
rli,1749031785.2833788
rli,1749031790.2986484
rc,1749031804.6006966
rc,1749031808.474381
rc,1749031813.6504724
rc,1749031819.4259517
rc,1749031825.5001528
rc,1749031832.0787625
rc,1749031838.239848
rc,1749031842.8140743
rc,1749031847.002821
rc,1749031850.7635813
rc,1749031854.5057454
rc,1749031859.0161722
rc,1749031863.78915
rc,1749031868.107986
rc,1749031872.34261
rc,1749031877.0609863
rc,1749031880.9055676
rc,1749031884.5359612
rc,1749031887.5408902
rc,1749031891.0840194
rc,1749031894.6143858
rp1,1749031907.2981293
rp1,1749031911.1453788
rp1,1749031913.9589758
rp1,1749031917.0962698
rp1,1749031921.1439257
rp1,1749031924.6229064
rp1,1749031928.341451
rp1,1749031931.987196
rp1,1749031935.2841797
rp1,1749031938.8942838
rp1,1749031942.0907445
rp1,1749031945.949092
rp1,1749031949.5364482
rp1,1749031953.051626
rp1,1749031956.556512
rp1,1749031960.3304152
rp1,1749031964.95725
rp1,1749031968.8856058
rp1,1749031972.064543
rp1,1749031975.4288948
rp2,1749031980.1133564
rp2,1749031982.8196254
rp2,1749031985.7281914
rp2,1749031990.2458322
rp2,1749031993.3965883
rp2,1749031996.2446947
rp2,1749032000.072559
rp2,1749032002.600492
rp2,1749032005.220769
rp2,1749032011.360405
rp2,1749032013.788371
rp2,1749032016.5717127
rp2,1749032019.6616914
rp2,1749032022.769415
rp2,1749032026.5538
rp2,1749032029.890801
rp2,1749032039.3084803
rp2,1749032042.5352569
rp2,1749032045.935658
rm1,1749032050.9217477
rm1,1749032054.5949647
rm1,1749032057.6578305
rm1,1749032060.8352764
rm1,1749032064.3452296
rm1,1749032068.105397
rm1,1749032071.3232594
rm1,1749032074.7883048
rm1,1749032078.0024784
rm1,1749032081.092553
rm1,1749032087.659685
rm1,1749032090.862026
rm1,1749032093.9183147
rm1,1749032096.923729
rm1,1749032099.9168255
rm1,1749032103.0756478
rm1,1749032106.2897227
rm1,1749032109.2497323
rm1,1749032112.1025596
rm1,1749032114.917283
rm2,1749032118.952744
rm2,1749032122.4381785
rm2,1749032125.8025715
rm2,1749032129.5784395
rm2,1749032133.0881097
rm2,1749032136.979423
rm2,1749032140.4943912
rm2,1749032143.854297
rm2,1749032148.159301
rm2,1749032151.3816364
rm2,1749032154.8418188
rm2,1749032158.211484
rm2,1749032161.2539237
rm2,1749032164.543508
rm2,1749032167.8619943
rm2,1749032171.3003423
rm2,1749032174.463489
rm2,1749032178.1155179
rm2,1749032181.4145384
rm2,1749032184.7427473
